source	target	depth
Database management system	Data hierarchy	3
Database management system	Database testing	3
Database management system	Database-centric architecture	3
Database management system	Question-focused dataset	3
Online transaction processing	Online analytical processing	3
Online transaction processing	Transaction processing	3
Online transaction processing	Database transaction	3
Factor analysis	Design of experiments	3
Factor analysis	Formal concept analysis	3
Factor analysis	Higher-order factor analysis	3
Factor analysis	Independent component analysis	3
Factor analysis	Multilinear principal component analysis	3
Factor analysis	Multilinear subspace learning	3
Factor analysis	Non-negative matrix factorization	3
Factor analysis	Perceptual mapping	3
Factor analysis	Product management	3
Factor analysis	Q methodology	3
Factor analysis	Recommendation system	3
Factor analysis	Varimax rotation	3
Factor analysis	Generalized Structured Component Analysis	3
Online analytical processing	Comparison of OLAP Servers	3
Online analytical processing	Data warehouse	3
Online analytical processing	Online transaction processing	3
Online analytical processing	Business analytics	3
Online analytical processing	Predictive analytics	3
Online analytical processing	Data Mining	3
Online analytical processing	Thomsen Diagrams	3
Software as a service	Servicizing	3
Software as a service	Cloud-based integration	3
Software as a service	Application service provider	3
Operational data store	Enterprise architecture	3
Operational data store	Category:Data management	3
Operational data store	Category:Data warehousing	3
Star schema	Online analytical processing	3
Star schema	Reverse star schema	3
Star schema	Snowflake schema	3
Star schema	Fact constellation	3
Snowflake schema	Star schema	3
Snowflake schema	Data Warehouse	3
Snowflake schema	OLAP	3
Slowly changing dimension	Change data capture	3
Slowly changing dimension	Log trigger	3
Russ Tice	Hepting v. AT&T	3
Russ Tice	Room 641A	3
Cabinet noir	Black room	3
Cabinet noir	Secrecy of correspondence	3
Cabinet noir	Postal censorship	3
Project Shamrock	FBI Index	3
Project Shamrock	PRISM (surveillance program)	3
Project Shamrock	Stellar Wind (code name)	3
Project Shamrock	Trailblazer Project	3
Project Shamrock	Thinthread	3
Project Shamrock	Turbulence (NSA)	3
Project Shamrock	ECHELON	3
Project Shamrock	Project MINARET	3
Project Shamrock	DCSNet	3
Artificial neural network	20Q	3
Artificial neural network	ADALINE	3
Artificial neural network	Adaptive resonance theory	3
Artificial neural network	Artificial life	3
Artificial neural network	Associative learning	3
Artificial neural network	Autoencoder	3
Artificial neural network	Backpropagation	3
Artificial neural network	BEAM robotics	3
Artificial neural network	Biological cybernetics	3
Artificial neural network	Biologically inspired computing	3
Artificial neural network	Blue brain	3
Artificial neural network	Catastrophic interference	3
Artificial neural network	Cerebellar Model Articulation Controller	3
Artificial neural network	Cognitive architecture	3
Artificial neural network	Cognitive science	3
Artificial neural network	Connectionist expert system	3
Artificial neural network	Connectomics	3
Artificial neural network	Cultured neuronal networks	3
Artificial neural network	Digital morphogenesis	3
Artificial neural network	Encog	3
Artificial neural network	Fuzzy logic	3
Artificial neural network	Gene expression programming	3
Artificial neural network	Genetic algorithm	3
Artificial neural network	Group method of data handling	3
Artificial neural network	Habituation	3
Artificial neural network	In Situ Adaptive Tabulation	3
Artificial neural network	Memristor	3
Artificial neural network	Multilinear subspace learning	3
Artificial neural network	Neuroevolution	3
Artificial neural network	Neural coding	3
Artificial neural network	Neural gas	3
Artificial neural network	Neural network software	3
Artificial neural network	Neuroscience	3
Artificial neural network	Ni1000	3
Artificial neural network	Nonlinear system identification	3
Artificial neural network	Optical neural network	3
Artificial neural network	Parallel Constraint Satisfaction Processes	3
Artificial neural network	Parallel distributed processing	3
Artificial neural network	Radial basis function network	3
Artificial neural network	Recurrent neural networks	3
Artificial neural network	Self-organizing map	3
Artificial neural network	Systolic array	3
Artificial neural network	Tensor product network	3
Artificial neural network	Time delay neural network	3
Pinwale	2013 mass surveillance disclosures	3
Pinwale	Turbulence (NSA)	3
Pinwale	Prism (surveillance program)	3
Pinwale	XKeyscore	3
Room 641A	Cabinet noir	3
Room 641A	ECHELON	3
Room 641A	Fiber tapping	3
Room 641A	Main Core	3
Room 641A	NSA warrantless surveillance controversy	3
Room 641A	President's Surveillance Program	3
Room 641A	PRISM (surveillance program)	3
Room 641A	Signals intelligence	3
Room 641A	Upstream collection	3
Room 641A	Utah Data Center	3
2013 mass surveillance disclosures	Pentagon Papers	3
2013 mass surveillance disclosures	Room 641A	3
2013 mass surveillance disclosures	United States diplomatic cables leak	3
Text mining	Approximate nonnegative matrix factorization	3
Text mining	BioCreative	3
Text mining	Concept Mining	3
Text mining	Name resolution	3
Text mining	Stop words	3
Text mining	Text classification	3
Text mining	Web mining	3
Text mining	w-shingling	3
Text mining	Sequence mining	3
Text mining	Noisy text analytics	3
Text mining	Named entity recognition	3
Text mining	Identity resolution	3
Text mining	News analytics	3
Analytics	Analysis	3
Analytics	Big data	3
Analytics	Business analytics	3
Analytics	Business intelligence	3
Analytics	Complex event processing	3
Analytics	Data mining	3
Analytics	Data presentation architecture	3
Analytics	Learning analytics	3
Analytics	Machine learning	3
Analytics	Online analytical processing	3
Analytics	Online video analytics	3
Analytics	Operations research	3
Analytics	Predictive analytics	3
Analytics	Prescriptive Analytics	3
Analytics	Statistics	3
Analytics	Web analytics	3
Analytics	Smart grid	3
Data analysis	Analytics	3
Data analysis	Business intelligence	3
Data analysis	Censoring (statistics)	3
Data analysis	Computational physics	3
Data analysis	Data acquisition	3
Data analysis	Data governance	3
Data analysis	Data mining	3
Data analysis	Data Presentation Architecture	3
Data analysis	Digital signal processing	3
Data analysis	Dimension reduction	3
Data analysis	Early case assessment	3
Data analysis	Exploratory data analysis	3
Data analysis	Fourier analysis	3
Data analysis	Machine learning	3
Data analysis	Multilinear principal component analysis	3
Data analysis	Multilinear subspace learning	3
Data analysis	Multiway Data Analysis	3
Data analysis	Nearest neighbor search	3
Data analysis	nonlinear system identification	3
Data analysis	Predictive analytics	3
Data analysis	Principal component analysis	3
Data analysis	Qualitative research	3
Data analysis	Scientific computing	3
Data analysis	Structured data analysis (statistics)	3
Data analysis	system identification	3
Data analysis	Test method	3
Data analysis	Text analytics	3
Data analysis	Unstructured data	3
Data analysis	Wavelet	3
Total Information Awareness	DARPA LifeLog	3
Total Information Awareness	The New York Times	3
Total Information Awareness	Mass surveillance in the United States	3
Total Information Awareness	Precrime	3
Mail Isolation Control and Tracking	Mail cover	3
Mail Isolation Control and Tracking	Mass surveillance in the United States	3
Mail Isolation Control and Tracking	MLOCR	3
ADVISE	Information Awareness Office	3
ADVISE	ECHELON	3
ADVISE	NSA warrantless surveillance controversy	3
ADVISE	Data warehouse	3
ADVISE	Defense Advanced Research Projects Agency	3
ADVISE	TALON (database)	3
Utah Data Center	Big data	3
Utah Data Center	Cyberethics	3
Utah Data Center	Electronic Communications Privacy Act	3
Utah Data Center	FISA Amendments Act of 2008	3
Utah Data Center	Multiprogram Research Facility	3
Utah Data Center	Privacy law	3
Utah Data Center	Secrecy of correspondence	3
Utah Data Center	Texas Cryptologic Center	3
Utah Data Center	Electronic Frontier Foundation	3
Telecommunications data retention	Computer data storage	3
Telecommunications data retention	Customer proprietary network information	3
Telecommunications data retention	Data privacy	3
Telecommunications data retention	Data retention	3
Telecommunications data retention	Data Retention Directive	3
Telecommunications data retention	Electronic discovery	3
Telecommunications data retention	Lawful interception	3
Telecommunications data retention	Mass surveillance	3
Telecommunications data retention	NSA call database	3
Telecommunications data retention	Privacy	3
Telecommunications data retention	Secrecy of correspondence	3
Telecommunications data retention	Traffic analysis	3
Telecommunications data retention	I2P	3
DCSNet	Carnivore (FBI)	3
DCSNet	ECHELON	3
DCSNet	Investigative Data Warehouse	3
DCSNet	Mass surveillance	3
DCSNet	Signals intelligence	3
Boundless informant	NSA warrantless surveillance controversy	3
Boundless informant	Stellar Wind (code name)	3
Magic Lantern (software)	Backdoor (computing)	3
Magic Lantern (software)	Carnivore (software)	3
Magic Lantern (software)	Computer and Internet Protocol Address Verifier	3
Magic Lantern (software)	ECHELON	3
Magic Lantern (software)	FOXACID	3
Magic Lantern (software)	Main Core	3
Magic Lantern (software)	MiniPanzer and MegaPanzer	3
Magic Lantern (software)	PRISM (surveillance program)	3
Magic Lantern (software)	Policeware#Policeware_and_govware	3
Magic Lantern (software)	R2D2 (trojan)	3
Carnivore (software)	Communications Assistance For Law Enforcement Act	3
Carnivore (software)	DITU	3
Carnivore (software)	Information Awareness Office	3
Carnivore (software)	Surveillance	3
Carnivore (software)	COINTELPRO	3
Carnivore (software)	DCSNet	3
Carnivore (software)	ECHELON	3
Carnivore (software)	NSA	3
Carnivore (software)	Room 641A	3
Carnivore (software)	Policeware	3
Mass surveillance in the United States	Censorship in the United States	3
Mass surveillance in the United States	Freedom of speech in the United States	3
Mass surveillance in the United States	Internet censorship in the United States	3
Mass surveillance in the United States	Mass surveillance in the United Kingdom	3
Mass surveillance in the United Kingdom	Clean IT project	3
Mass surveillance in the United Kingdom	Internet censorship in the United Kingdom	3
Operation Ivy Bells	Espionage Act of 1917	3
Bioinformatics	Biodiversity informatics	3
Bioinformatics	Bioinformatics companies	3
Bioinformatics	Computational biology	3
Bioinformatics	Computational biomodeling	3
Bioinformatics	Computational genomics	3
Bioinformatics	Functional genomics	3
Bioinformatics	Health informatics	3
Bioinformatics	International Society for Computational Biology	3
Bioinformatics	Jumping library	3
Bioinformatics	Margaret Oakley Dayhoff	3
Bioinformatics	Phylogenetics	3
Bioinformatics	Proteomics	3
Bioinformatics	Structural bioinformatics	3
Business intelligence	Accounting intelligence	3
Business intelligence	Analytic applications	3
Business intelligence	Artificial intelligence marketing	3
Business intelligence	Business Intelligence 2.0	3
Business intelligence	Business process discovery	3
Business intelligence	Business process management	3
Business intelligence	Business activity monitoring	3
Business intelligence	Business service management	3
Business intelligence	Customer dynamics	3
Business intelligence	Data Presentation Architecture	3
Business intelligence	Data visualization	3
Business intelligence	Decision engineering	3
Business intelligence	Enterprise planning systems	3
Business intelligence	Intelligent document	3
Business intelligence	Integrated business planning	3
Business intelligence	Location intelligence	3
Business intelligence	Meteorological intelligence	3
Business intelligence	Mobile business intelligence	3
Business intelligence	Multiway Data Analysis	3
Business intelligence	Operational intelligence	3
Business intelligence	Business Information Systems	3
Business intelligence	Business intelligence tools	3
Business intelligence	Process mining	3
Business intelligence	Real-time business intelligence	3
Business intelligence	Runtime intelligence	3
Business intelligence	Sales intelligence	3
Business intelligence	Spend management	3
Business intelligence	Test and learn	3
Data warehouse	Accounting intelligence	3
Data warehouse	Anchor Modeling	3
Data warehouse	Business intelligence	3
Data warehouse	Business intelligence tools	3
Data warehouse	Data integration	3
Data warehouse	Data mart	3
Data warehouse	Data mining	3
Data warehouse	Data presentation architecture	3
Data warehouse	Data scraping	3
Data warehouse	Data warehouse appliance	3
Data warehouse	Database management system	3
Data warehouse	Decision support system	3
Data warehouse	Data Vault Modeling	3
Data warehouse	Executive information system	3
Data warehouse	Extract, transform, load	3
Data warehouse	Master data management	3
Data warehouse	Online analytical processing	3
Data warehouse	Online transaction processing	3
Data warehouse	Operational data store	3
Data warehouse	Semantic warehousing	3
Data warehouse	Snowflake schema	3
Data warehouse	Software as a service	3
Data warehouse	Star schema	3
Data warehouse	Slowly changing dimension	3
Red Hook (FBI)	Carnivore (FBI)	3
Red Hook (FBI)	ECHELON	3
Red Hook (FBI)	Digital Collection System Network	3
Turbulence (NSA)	ECHELON	3
Turbulence (NSA)	DCSNet	3
Turbulence (NSA)	Red Hook (FBI)	3
Turbulence (NSA)	Stellar Wind (code name)	3
Turbulence (NSA)	Thinthread	3
Turbulence (NSA)	William Binney (U.S. intelligence official)	3
Turbulence (NSA)	Mark Klein	3
Turbulence (NSA)	Edward Snowden	3
Turbulence (NSA)	Thomas Tamm	3
Turbulence (NSA)	Russ Tice	3
UKUSA Agreement	ABCA Armies	3
UKUSA Agreement	Air and Space Interoperability Council	3
UKUSA Agreement	AUSCANNZUKUS	3
UKUSA Agreement	Collective intelligence	3
UKUSA Agreement	Combined Communications Electronics Board	3
UKUSA Agreement	Five Eyes	3
UKUSA Agreement	Five Nations Passport Group	3
UKUSA Agreement	Signals intelligence by alliances, nations and industries	3
UKUSA Agreement	Special Relationship	3
UKUSA Agreement	The Technical Cooperation Program	3
Stellar Wind (code name)	Hepting v. AT&T	3
Stellar Wind (code name)	MUSCULAR	3
Stellar Wind (code name)	NSA call database	3
Stellar Wind (code name)	NSA electronic surveillance program	3
Stellar Wind (code name)	NSA warrantless surveillance controversy	3
Stellar Wind (code name)	2013 mass surveillance disclosures	3
Stellar Wind (code name)	PRISM (surveillance program)	3
Drug discovery	Antitarget	3
Drug discovery	Bioinformatics	3
Drug discovery	Biological target	3
Drug discovery	Biomedical informatics	3
Drug discovery	Cheminformatics	3
Drug discovery	Drug design	3
Drug discovery	Drug development	3
Drug discovery	Drug discovery hit to lead	3
Drug discovery	Drug metabolism	3
Drug discovery	High-throughput screening	3
Drug discovery	High-content screening	3
Drug discovery	Molecular modelling	3
Drug discovery	Natural product	3
Drug discovery	Orphan drug	3
Drug discovery	Pharmacogenetics	3
Drug discovery	Pharmacognosy	3
Drug discovery	Physiologically-based pharmacokinetic modelling	3
Drug discovery	Pre-clinical development	3
Drug discovery	Rational drug design	3
Drug discovery	Discovery and development of proton pump inhibitors	3
Drug discovery	Discovery and development of melatonin receptor agonists	3
Drug discovery	Discovery and development of nucleoside and nucleotide reverse transcriptase inhibitors	3
Drug discovery	Discovery and development of Bcr-Abl tyrosine kinase inhibitors	3
Drug discovery	Discovery and development of antiandrogens	3
Drug discovery	Discovery and development of cephalosporins	3
Drug discovery	Retrometabolic drug design	3
ThinThread	NSA electronic surveillance program	3
ThinThread	Stellar Wind (code name)	3
ThinThread	Trailblazer Project	3
ThinThread	PRISM (surveillance program)	3
ThinThread	Mark Klein	3
ThinThread	Thomas Tamm	3
ThinThread	Russ Tice	3
ThinThread	Edward Snowden	3
Gun law in the United States	Background check	3
Gun law in the United States	Bureau of Alcohol, Tobacco, Firearms, and Explosives	3
Gun law in the United States	Criminal record	3
Gun law in the United States	Gun control	3
Gun law in the United States	Gun laws in the United States (by state)	3
Gun law in the United States	National Instant Criminal Background Check System	3
Gun law in the United States	Psychological evaluation	3
Gun law in the United States	Gun politics in the United States	3
Gun law in the United States	Gun safe	3
Fiber tapping	NSA fiber-optic tapping	3
Main Core	FBI Index	3
Main Core	Inslaw Inc. v. United States Government	3
Main Core	Investigative Data Warehouse	3
Main Core	National Security and Homeland Security Presidential Directive	3
Main Core	NSA warrantless surveillance controversy	3
Main Core	PRISM (surveillance program)	3
Utah Data Center	Big data	3
Utah Data Center	Cyberethics	3
Utah Data Center	Electronic Communications Privacy Act	3
Utah Data Center	FISA Amendments Act of 2008	3
Utah Data Center	Multiprogram Research Facility	3
Utah Data Center	Privacy law	3
Utah Data Center	Secrecy of correspondence	3
Utah Data Center	Texas Cryptologic Center	3
Utah Data Center	Electronic Frontier Foundation	3
Rule by decree	Enabling act	3
Rule by decree	The Emergency (India)	3
Rule by decree	Carlos Ibáñez del Campo	3
Rule by decree	Presidential Republic	3
Rule by decree	Executive order	3
Rule by decree	State of Emergency	3
Rule by decree	Decree	3
Rule by decree	Dictatorship	3
Rule by decree	Article 48 (Weimar Constitution)	3
Rule by decree	Germany	3
Rule by decree	Weimar Constitution	3
DISHFIRE	FASCIA (database)	3
DISHFIRE	Five Eyes	3
DISHFIRE	Mass surveillance	3
DISHFIRE	Mass surveillance in the United Kingdom	3
DISHFIRE	Mass surveillance in the United States	3
DISHFIRE	MUSCULAR	3
DISHFIRE	Stateroom (surveillance program)	3
Mass surveillance in the United Kingdom	Clean IT project	3
Mass surveillance in the United Kingdom	Internet censorship in the United Kingdom	3
Squeaky Dolphin	Five Eyes	3
Squeaky Dolphin	MUSCULAR	3
2013 mass surveillance disclosures	Pentagon Papers	3
2013 mass surveillance disclosures	Room 641A	3
2013 mass surveillance disclosures	United States diplomatic cables leak	3
Total Information Awareness	DARPA LifeLog	3
Total Information Awareness	The New York Times	3
Total Information Awareness	Mass surveillance in the United States	3
Total Information Awareness	Precrime	3
Room 641A	Cabinet noir	3
Room 641A	ECHELON	3
Room 641A	Fiber tapping	3
Room 641A	Main Core	3
Room 641A	NSA warrantless surveillance controversy	3
Room 641A	President's Surveillance Program	3
Room 641A	PRISM (surveillance program)	3
Room 641A	Signals intelligence	3
Room 641A	Upstream collection	3
Room 641A	Utah Data Center	3
STELLARWIND	Hepting v. AT&T	3
STELLARWIND	MUSCULAR	3
STELLARWIND	NSA call database	3
STELLARWIND	NSA electronic surveillance program	3
STELLARWIND	NSA warrantless surveillance controversy	3
STELLARWIND	2013 mass surveillance disclosures	3
STELLARWIND	PRISM (surveillance program)	3
United States diplomatic cables leak	Pentagon Papers	3
United States diplomatic cables leak	Classified information in the United States	3
United States diplomatic cables leak	Chagossians	3
United States diplomatic cables leak	Foreign policy of the United States	3
United States diplomatic cables leak	New York Times Co. v. United States	3
Pentagon Papers	Edward Snowden	3
Pentagon Papers	Global surveillance disclosures (2013–present)	3
Pentagon Papers	James L. Greenfield	3
Pentagon Papers	First Amendment to the United States Constitution	3
Pentagon Papers	United States diplomatic cables leak	3
Pentagon Papers	WikiLeaks	3
Pentagon Papers	Watergate	3
IEEE 802.1aq	Provider Backbone Bridge Traffic Engineering	3
IEEE 802.1aq	Virtual Enterprise Network Architecture	3
IEEE 802.1aq	Connection-oriented Ethernet	3
Closed-circuit television camera	Closed-circuit television	3
Closed-circuit television camera	Frame rate	3
Closed-circuit television camera	Video compression	3
Closed-circuit television camera	Video quality	3
Closed-circuit television camera	Proprietary DVR	3
Closed-circuit television camera	Network camera	3
Closed-circuit television camera	Starlight camera	3
Eye in the sky (camera)	Casino security	3
Eye in the sky (camera)	Closed-circuit television	3
Physical security	Alarm management	3
Physical security	Biometrics	3
Physical security	Boundaries of Security Report	3
Physical security	Burglar alarm	3
Physical security	Computer security	3
Physical security	Door security	3
Physical security	Executive protection	3
Physical security	Guard tour patrol system	3
Physical security	Information security	3
Physical security	Logical security	3
Physical security	Physical Security Professional	3
Physical security	School security	3
Physical security	Security engineering	3
Physical security	Surveillance	3
Privacy International	Data protection	3
IP camera	Closed-circuit television camera	3
IP camera	TCP/IP	3
Security Operations Center	National Security Operations Center	3
Telescreen	Mass surveillance	3
Telescreen	Talking CCTV	3
Telescreen	Smart TV	3
Telescreen	Kinect	3
Telescreen	JIBO	3
Surveillance#Data mining and profiling	Big Brother Watch	3
Surveillance#Data mining and profiling	Hepting v. AT&T	3
Surveillance#Data mining and profiling	Electronic Frontier Foundation	3
Surveillance#Data mining and profiling	Jewel v. NSA	3
Surveillance#Data mining and profiling	Informational self-determination	3
Surveillance#Data mining and profiling	Mass surveillance	3
Surveillance#Data mining and profiling	Mass surveillance in Australia	3
Surveillance#Data mining and profiling	Mass surveillance in China	3
Surveillance#Data mining and profiling	Mass surveillance in East Germany	3
Surveillance#Data mining and profiling	Mass surveillance in India	3
Surveillance#Data mining and profiling	Mass surveillance in North Korea	3
Surveillance#Data mining and profiling	Mass surveillance in the United Kingdom	3
Surveillance#Data mining and profiling	Mass surveillance in the United States	3
Surveillance#Data mining and profiling	Panopticon	3
Surveillance#Data mining and profiling	Privacy law	3
Surveillance#Data mining and profiling	Signals intelligence	3
Surveillance#Data mining and profiling	Sousveillance	3
Surveillance#Data mining and profiling	Surveillance art	3
Surveillance#Data mining and profiling	Surveillance system monitor	3
Surveillance#Data mining and profiling	Trapwire	3
Surveillance#Data mining and profiling	2013 mass surveillance disclosures	3
Surveillance#Data mining and profiling	Bullrun (code name)	3
Surveillance#Data mining and profiling	National Security Agency	3
Surveillance#Data mining and profiling	Carnivore (FBI)	3
Surveillance#Data mining and profiling	COINTELPRO	3
Surveillance#Data mining and profiling	Communications Assistance For Law Enforcement Act	3
Surveillance#Data mining and profiling	Computer and Internet Protocol Address Verifier	3
Surveillance#Data mining and profiling	Dropmire	3
Surveillance#Data mining and profiling	Heterogeneous Aerial Reconnaissance Team	3
Surveillance#Data mining and profiling	Defense Advanced Research Projects Agency	3
Surveillance#Data mining and profiling	Magic Lantern (software)	3
Surveillance#Data mining and profiling	Mail Isolation Control and Tracking	3
Surveillance#Data mining and profiling	Mail cover	3
Surveillance#Data mining and profiling	NSA call database	3
Surveillance#Data mining and profiling	NSA warrantless surveillance (2001–07)	3
Surveillance#Data mining and profiling	William Binney (U.S. intelligence official)	3
Surveillance#Data mining and profiling	Thomas Andrews Drake	3
Surveillance#Data mining and profiling	Mark Klein	3
Surveillance#Data mining and profiling	Edward Snowden	3
Surveillance#Data mining and profiling	Thomas Tamm	3
Surveillance#Data mining and profiling	Russ Tice	3
Surveillance#Data mining and profiling	Spying on United Nations leaders by United States diplomats	3
Surveillance#Data mining and profiling	Stellar Wind (code name)	3
Surveillance#Data mining and profiling	President's Surveillance Program	3
Surveillance#Data mining and profiling	Terrorist Surveillance Program	3
Surveillance#Data mining and profiling	Total Information Awareness	3
Surveillance#Data mining and profiling	Defense Advanced Research Projects Agency	3
Sousveillance	Body worn video	3
Sousveillance	Helmet camera	3
Sousveillance	Lifelogging	3
Sousveillance	Quis custodiet ipsos custodes?	3
Sousveillance	Eyetap	3
Sousveillance	Memoto	3
Anonymizer	Anonymization	3
Anonymizer	Anonymous web browsing	3
Anonymizer	CGIProxy	3
Anonymizer	Java Anon Proxy	3
Anonymizer	proxy server	3
Anonymizer	World Wide Web	3
Anonymizer	pseudonymity	3
Videotelephony	Mobile collaboration	3
Videotelephony	Project DIANE	3
Videotelephony	Teleconference	3
Videotelephony	Telemedicine	3
Videotelephony	Telephony	3
Videotelephony	Video Relay Service	3
Videotelephony	Videophone	3
Videotelephony	Webcam	3
TV Network Protocol	OSI model	3
TV Network Protocol	RS232	3
TV Network Protocol	Closed-circuit television	3
TV Network Protocol	High-Level Data Link Control	3
TV Network Protocol	Category:Network protocols	3
Computer surveillance in the workplace	Surveillance	3
Computer surveillance in the workplace	Computer surveillance	3
Computer surveillance in the workplace	Workplace surveillance	3
Computer surveillance in the workplace	Internet monitoring	3
Computer surveillance in the workplace	Keystroke logging	3
Computer surveillance in the workplace	Spyware	3
Computer surveillance in the workplace	Employee monitoring software	3
Cyber spying	Cyber-collection	3
Cyber spying	Cyberwarfare	3
Cyber spying	Computer surveillance	3
Cyber spying	Computer insecurity	3
Cyber spying	Chinese intelligence operations in the United States	3
Cyber spying	Cyber-security regulation	3
Cyber spying	Employee monitoring software	3
Cyber spying	Industrial espionage	3
Cyber spying	GhostNet	3
Cyber spying	Proactive Cyber Defence	3
Cyber spying	Surveillance	3
Cyber spying	Chaos Computer Club	3
Cyber spying	Titan Rain	3
Differential privacy	Quasi-identifier	3
Differential privacy	Exponential mechanism (differential privacy)	3
Differential privacy	k-anonymity	3
GhostNet	Honker Union	3
GhostNet	Cyber-warfare	3
GhostNet	Advanced Persistent Threat	3
GhostNet	Titan Rain	3
GhostNet	Operation Aurora	3
GhostNet	Chinese intelligence activity in other countries	3
GhostNet	Internet censorship in the People's Republic of China	3
GhostNet	Industrial espionage	3
GhostNet	RedHack	3
AUSCANNZUKUS	ABCA Armies	3
AUSCANNZUKUS	Air and Space Interoperability Council	3
AUSCANNZUKUS	ANZUS	3
AUSCANNZUKUS	Combined Communications Electronics Board	3
AUSCANNZUKUS	Five Eyes	3
AUSCANNZUKUS	The Technical Cooperation Program	3
AUSCANNZUKUS	UKUSA Agreement	3
National Security Agency#Transaction data mining	Five Eyes	3
National Security Agency#Transaction data mining	Australian Signals Directorate	3
National Security Agency#Transaction data mining	Communications Security Establishment Canada	3
National Security Agency#Transaction data mining	Ministry of State Security (China)	3
National Security Agency#Transaction data mining	Stasi	3
National Security Agency#Transaction data mining	East Germany	3
National Security Agency#Transaction data mining	National Counter Terrorism Centre	3
National Security Agency#Transaction data mining	Garda National Surveillance Unit	3
National Security Agency#Transaction data mining	Government Communications Security Bureau	3
National Security Agency#Transaction data mining	Special Communications Service of Russia	3
National Security Agency#Transaction data mining	Internal Security Department (Singapore)	3
National Security Agency#Transaction data mining	Government Communications Headquarters	3
National Security Agency#Transaction data mining	Gulf of Tonkin incident	3
National Security Agency#Transaction data mining	Korean Air Lines Flight 007	3
National Security Agency#Transaction data mining	Operation Ivy Bells	3
National Security Agency#Transaction data mining	National Intelligence Priorities Framework	3
Mass surveillance in the United Kingdom	Clean IT project	3
Mass surveillance in the United Kingdom	Internet censorship in the United Kingdom	3
Bullrun (code name)	HTTPS	3
Bullrun (code name)	IPsec	3
Bullrun (code name)	Mass surveillance	3
Bullrun (code name)	Mass surveillance in the United Kingdom	3
Bullrun (code name)	Mass surveillance in the United States	3
Bullrun (code name)	MUSCULAR	3
Bullrun (code name)	PRISM	3
Bullrun (code name)	Tailored Access Operations	3
Bullrun (code name)	Transport Layer Security	3
Bullrun (code name)	Voice over IP	3
Carnivore (FBI)	Communications Assistance For Law Enforcement Act	3
Carnivore (FBI)	DITU	3
Carnivore (FBI)	Information Awareness Office	3
Carnivore (FBI)	Surveillance	3
Carnivore (FBI)	COINTELPRO	3
Carnivore (FBI)	DCSNet	3
Carnivore (FBI)	ECHELON	3
Carnivore (FBI)	NSA	3
Carnivore (FBI)	Room 641A	3
Carnivore (FBI)	Policeware	3
Computer and Internet Protocol Address Verifier	Backdoor (computing)	3
Computer and Internet Protocol Address Verifier	ECHELON	3
Computer and Internet Protocol Address Verifier	FinFisher	3
Computer and Internet Protocol Address Verifier	Magic Lantern (software)	3
Computer and Internet Protocol Address Verifier	MiniPanzer and MegaPanzer	3
Computer and Internet Protocol Address Verifier	Policeware	3
Computer and Internet Protocol Address Verifier	R2D2 (trojan)	3
Computer and Internet Protocol Address Verifier	Tailored Access Operations	3
Computer and Internet Protocol Address Verifier	Wiretapping	3
Magic Lantern (software)	Backdoor (computing)	3
Magic Lantern (software)	Carnivore (software)	3
Magic Lantern (software)	Computer and Internet Protocol Address Verifier	3
Magic Lantern (software)	ECHELON	3
Magic Lantern (software)	FOXACID	3
Magic Lantern (software)	Main Core	3
Magic Lantern (software)	MiniPanzer and MegaPanzer	3
Magic Lantern (software)	PRISM (surveillance program)	3
Magic Lantern (software)	Policeware#Policeware_and_govware	3
Magic Lantern (software)	R2D2 (trojan)	3
NSA call database	Cabinet noir	3
NSA call database	Communications Assistance For Law Enforcement Act	3
NSA call database	ECHELON	3
NSA call database	Hepting v. AT&T	3
NSA call database	Information Awareness Office	3
NSA call database	Mass surveillance	3
NSA call database	NSA warrantless surveillance controversy	3
NSA call database	Pinwale	3
NSA call database	PRISM (surveillance program)	3
NSA call database	Project Shamrock	3
NSA call database	Room 641A	3
NSA call database	Telecommunications data retention	3
NSA call database	Total Information Awareness	3
NSA call database	Utah Data Center	3
NSA call database	Mail Isolation Control and Tracking	3
Mass surveillance in the United States	Censorship in the United States	3
Mass surveillance in the United States	Freedom of speech in the United States	3
Mass surveillance in the United States	Internet censorship in the United States	3
Mass surveillance in the United States	Mass surveillance in the United Kingdom	3
Dropmire	Tempora	3
Mass surveillance#Data mining	2013 global surveillance disclosures	3
Mass surveillance#Data mining	Broken windows theory	3
Mass surveillance#Data mining	Closed-circuit television	3
Mass surveillance#Data mining	Computer and network surveillance	3
Mass surveillance#Data mining	Data privacy	3
Mass surveillance#Data mining	Data retention	3
Mass surveillance#Data mining	Discipline and Punish	3
Mass surveillance#Data mining	Michel Foucault	3
Mass surveillance#Data mining	Global surveillance	3
Mass surveillance#Data mining	Government databases	3
Mass surveillance#Data mining	Lawful interception	3
Mass surveillance#Data mining	National security	3
Mass surveillance#Data mining	Network theory	3
Mass surveillance#Data mining	Nothing to hide argument	3
Mass surveillance#Data mining	Pen register	3
Mass surveillance#Data mining	Phone surveillance	3
Mass surveillance#Data mining	Police state	3
Mass surveillance#Data mining	Radio-frequency identification	3
Mass surveillance#Data mining	Right to privacy	3
Mass surveillance#Data mining	Security culture	3
Mass surveillance#Data mining	Signals intelligence	3
Mass surveillance#Data mining	Sousveillance	3
Mass surveillance#Data mining	Telephone tapping in the Eastern Bloc	3
