id;source title;s date;source;target title;target;date
589;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Create Disposable Phone Numbers with Burner iPhone App;Mlot S;2012-08
590;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;The Lede: Why Snowden Asked Visitors in Hong Kong to Refrigerate Their Phones;Murphy H;2013-06
591;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Drivers Try an Anti-Photo Finish;Oldenburg D;2004-07
646;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;Ornelas v. United States;1996
608;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;Osborn v. United States;1966
647;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;People v. Wardlow;1998
656;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;People v. Weaver;2009
577;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Finding the Unique in You to Build a Better Password;Perlroth N;2011-12
633;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;That’s No Phone. That’s My Tracker;Peter Maass, Megha Rajagopalan;2012
603;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;The Tor System: Welcome to the Dark Internet Where You Can Search in Secret;Philby C;2013-06
657;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Scanning 2.4 Billion Eyes, India Tries to Connect Poor to Growth;Polgreen L;2011-09
622;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Scientists Show That It’s Possible to Fake DNA Evidence;Pollack A;2009-08
624;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Tips for the Sophisticated Fugitive;Powell M;2009
587;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;The Anonymity Experiment;Price C;2008-03
592;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Erase Yourself from the Web;Purewal S J;2011-03
578;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;"To Prevent
Escapes, Police Start Scanning Irises of Suspects";Ray Rivera, Al Baker;2010-11
574;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;If the Feds Fit the Face;Reardon S;2012-09
604;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Fleeing While Black: The Fourth Amendment;Ronner A D;2001
583;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;London Riots, Big Brother Watches: CCTV Cameras Blanket the U.K.;Rosen R J;2011-08
634;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Surge in Sale of Disposable Cell Phones May Have Terror Link;Ross B, Esposito R;2006-01
621;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Hackers Turn to Lock Picking for Sport;Rubens P;2010-07
598;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;How to Avoid Snooping by the NSA Prism Program;Satter R;2013-06
652;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;The Eternal Value of Privacy;Schneier B;2006-05
599;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;7 Tips to Avoid NSA Digital Dragnet;Schwartz M J ;2013-06
613;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;WEAPONS OF THE WEAK;Scott C J;1985
600;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Digital Tools to Curb Snooping;Sengupta S;2013-06
601;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Ways to Make Your Online Tracks Harder to Follow;Singer N;2013-06
642;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Digital Dossiers and the Dissipation of Fourth Amendment Privacy;Solove D;2004
650;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;State v. Anderson;1990
649;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;State v. Hicks;1992
584;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Watch on the Thames;Stecklow S;2005-07
602;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;The Motherboard Guide to Avoiding the NSA;Stuckey D;2013-10
620;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;The Pathological Politics of Criminal Law;Stuntz W;2001
645;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;Terry v. Ohio;1968
659;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;United States v. Brignoni-Ponce;1975
610;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;United States v. Jones;2012
614;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;United States v. O’Brien;1968
611;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;United States v. U.S. Dist. Court;1972
612;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;The Right to Privacy;Warren S D, Brandeis L D;1890
579;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;"Big Brother: Eye-Scanners Being
Installed Across One Mexican City";Winter M;2010-08
615;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;Wisconsin v. Mitchell;1993
615;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;;Wisconsin v. Mitchell;1993
655;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Holder Tells a Muslim Group Sting Operations Are ‘Essential';Wollan M, Savage C;2010-12
588;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;Seeking Online Refuse from Spying Eyes;Wortham J;2013-10
616;Privacy Protests: Surveillance Evasion and Fourth Amendment Suspicion;2013-08;Elizabeth E. Joh;How to Disappear from Facebook and Twitter;Yan S;2010-01
455;PRIVACY, SECURITY, AND GOVERNMENT SURVEILLANCE: WIKILEAKS AND THE NEW ACCOUNTABILITY;2011-04;Adam D. Moore;"National Security at What Price?: A Look into Civil Liberty Concerns
in the Information Age under the USA PATRIOT Act of 2001 and a Proposed Constitutional
Test for Future Legislation";Jacob L;2003
456;PRIVACY, SECURITY, AND GOVERNMENT SURVEILLANCE: WIKILEAKS AND THE NEW ACCOUNTABILITY;2011-04;Adam D. Moore;;Korematsu v. United States;1984
460;PRIVACY, SECURITY, AND GOVERNMENT SURVEILLANCE: WIKILEAKS AND THE NEW ACCOUNTABILITY;2011-04;Adam D. Moore;The Second Treatise of Government;Loch J K;1980
453;PRIVACY, SECURITY, AND GOVERNMENT SURVEILLANCE: WIKILEAKS AND THE NEW ACCOUNTABILITY;2011-04;Adam D. Moore; Privacy Rights: Moral and Legal Foundations;Moore Adam D;2010
458;PRIVACY, SECURITY, AND GOVERNMENT SURVEILLANCE: WIKILEAKS AND THE NEW ACCOUNTABILITY;2011-04;Adam D. Moore;ACLU Looks at Domestic Surveillance;Murphy Laura W;2010
454;PRIVACY, SECURITY, AND GOVERNMENT SURVEILLANCE: WIKILEAKS AND THE NEW ACCOUNTABILITY;2011-04;Adam D. Moore;;Olmstead v. United States;1928
457;PRIVACY, SECURITY, AND GOVERNMENT SURVEILLANCE: WIKILEAKS AND THE NEW ACCOUNTABILITY;2011-04;Adam D. Moore;;Schenk v. United States;1919
459;PRIVACY, SECURITY, AND GOVERNMENT SURVEILLANCE: WIKILEAKS AND THE NEW ACCOUNTABILITY;2011-04;Adam D. Moore;In Praise of Big Brother;Taylor J S;2005
461;PRIVACY, SECURITY, AND GOVERNMENT SURVEILLANCE: WIKILEAKS AND THE NEW ACCOUNTABILITY;2011-04;Adam D. Moore;Security and Liberty: The Image of Balance;Waldron J;2003
462;PRIVACY, SECURITY, AND GOVERNMENT SURVEILLANCE: WIKILEAKS AND THE NEW ACCOUNTABILITY;2011-04;Adam D. Moore;Sex, Laws, and Cyberspace;Wallace J, Mangan M;1997
330;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;;ACLU v Reno;1996
334;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;EU agrees in principle to new data-protection oversight;Baker J;2013-10
335;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;‘NSA monitored calls of 35 world leaders after US official handed over contacts;Ball  J ;2013-10
320;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;"Mass
Surveillance of Personal Data by EU Member States and its Compatibility with EU Law";Bigo D;2013-12
338;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;Brazilian president: US surveillance a 'breach of international law;Borger J;2013-09
323;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;Bounding Cyber Power: Escalation and Restraint in Global Cyberspace;Deibert R;2013
340;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;After Snowden: Towards Distributed Security in Cyberspace;Deilbert R;2013-10
324;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;"The Interplay of Borders, Turf, Cyberspace, and Jurisdiction: Issues Confronting
U.S. Law Enforcement";Finklea K;2013
341;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;Who has jurisdiction for cross- frontier financial crimes?;Gilbert G;1995
325;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;The surveillant assemblage;Haggerty K, Ericson R;2000
326;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;A Global Convention on Cybercrime?;Harley B;2010-03
343;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim; Germany v Britain tussle over new EU data privacy rules;Horten M;2013-08
327;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;Law and Borders: The Rise of Law in Cyberspace;Johnson D;1996
328;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;‘Rethinking Boundaries in Cyberspace;Kalir E, Maxwell E;2002
345;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;Internet Governance and the Domain Name System: Issues for Congress;Kruger L G;2013-11
346;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;Why David Cameron's Internet Censorship Is a Terrifying and Terrible Idea;Lennerd O;2013
331;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;;LICRA v Yahoo!;2000
332;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;;Microsoft Corp. v Commission;2007
349;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;Grading Google's China compromise;Pegoraro R;2010-07
329;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;Lex informatica: The formation of Information Policy Rules through Technology;Reidenberg J;1998-05
350;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;‘Can the Internet be regulated?;Roberts H;1996
333;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;;Sabam v Scarlet;2007
353;Race to the Online Mass Surveillance: The End of Privacy and Open Internet?;2013-07;Md. Rezaul Karim;Will the Snowden affair lead to the Internet’s breakup?;Wasserman E;2013-02
919;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";;ACLU v Reno;1996
924;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";EU agrees in principle to new data-protection oversight;Baker J;2013-10
925;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";NSA monitored calls of 35 world leaders after US official handed over contacts;Ball  J ;2013-12
888;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";A Declaration of the Independence of Cyberspace;Barlow J P;2001
889;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Beyond our Control?;Biegel S;2001
903;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Mass Surveillance of Personal Data by EU Member States and its Compatibility with EU Law;Bigo D;2013-12
926;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Democracy and Surveillance Technology;Binney B;2013-12
927;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";British government introduces Internet censorship filters;Blackwood M;2013-12
928;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Brazilian president: US surveillance a 'breach of international law;Borger J;2013-09
890;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Regulating Code: Good Governance and Better Regulation in the Information Age;Brown I;2013
929;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Will NSA Revelations lead to the Balkanization of Internet;Brown I;2013-12
904;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Book Review: Regulating Code: Good Governance and Better Regulation in the Information Age;Burri M;2013
905;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";"Changes in Governance: A Cross-Disciplinary Review of
Current Scholarship";Burris S, Kempa M, Shearing C;2008
906;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";The Cost of Cyber Crime;Cabinet Office and Detika;2011
907;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";The UK Cyber Security Strategy;Cabinet Office and Detika;2013
891;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Foreword: Who Rules the Net?;Cerf V;2010
892;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Misunderstanding the Internet;Curran J, Fenton N, Freedman D;2012
893;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Beyond Denial;Deibert R;2010
908;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Bounding Cyber Power: Escalation and Restraint in Global Cyberspace;Deibert R;2013-12
902;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Access Contested: Security, Identity, and Resistance in Asian Cyberspace;Deibert R, Palfrey J, Rohozinski R, Zittrain J;2011
901;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Access Controlled – The Shaping of Power, Rights, and Rule in Cyberspace;Deibert R, Palfrey J, Rohozinski R, Zittrain J;2010
894;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Access Denied: The Practice and Policy of Global Internet Filtering;Deibert R, Palfrey J, Rohozinski R, Zittrain J;2008
909;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";The Interplay of Borders, Turf, Cyberspace, and Jurisdiction: Issues Confronting U.S. Law Enforcement;Finklea K;2013-12
930;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Secret surveillance puts Internet governance system at risk;Geist M;2013-12
931;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";How Edward Snowden Changed the Face of Cyber-Security;Gilbert D;2013-12
932;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Who has jurisdiction for cross- frontier financial crimes?;Gilbert G;1995
933;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";American control of the web;Glenny M;2013-10
895;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";"Who controls the Internet: Illusions of a borderless
world";Goldsmith J, Wu T;2006
910;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";The Surveillant Assemblage;Haggerty K, Ericson R;2000
911;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";A Global Convention on Cybercrime?;Harley B;2010-03
934;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Germany v Britain tussle over new EU data privacy rules;Horten M;2013-11
912;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Law and Borders: The Rise of Law in Cyberspace;Johnson D;1996-05
913;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Rethinking Boundaries in Cyberspace;Kalir E, Maxwell E;2002
935;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";The UN Approved a Treaty Said to Let Governments Censor the Internet;Khalil A;2013-12
936;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Internet Governance and the Domain Name System: Issues for Congress;Kruger L G;2013-11
937;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Realising the full potential of the web;Lee T B;2013-12
938;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Why David Cameron's Internet Censorship Is a Terrifying and Terrible Idea;Lennerd O;2013
939;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";The Core Internet Institutions Abandon the Us Government;Leonerd A;2013-12
896;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Code and Other Laws of Cyberspace;Lessig L;1999
897;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Code: Version 2.0;Lessig L;2006
920;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";;LICRA v Yahoo!;2000
940;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Wikileaks and the Gaps in Internet Governance;Malcom J;2010-12
921;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";;Microsoft Corp. v Commission;2007
898;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Ruling the Root: Internet Governance and the Taming of Cyberspace;Mueller M;2002
899;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Information Technology Law;Murray A;2010
941;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Civil Liberties MEPs pave the way for stronger data protection in the EU;Pegoraro R;2013-12
942;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";"Data Protection; Vice President Viviane Reding’s intervention in the Justice Council";Press Release;2013-12
914;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Lex informatica: The formation of Information Policy Rules through Technology;Reidenberg J;1998-05
900;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Access Controlled – The Shaping of Power, Rights, and Rule in Cyberspace;Roberts H;2010
943;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Can the Internet be regulated?;Roberts H;2013-12
944;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Copy, Paste, Legislate…;Robinson F;2013-02
945;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";EU Delays Data Protection Law;Robinson F;2013-12
922;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";;Sabam v Scarlet;2007
915;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";On Cyberwarfare;Schreier F;2011
916;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Cybersecurity, Innovation and the Internet Economy;The Department of Commerce;2013-12
917;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Call for Evidence on EU Data Protection Proposals;The UK Ministry of Justice;2012-02
918;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";The right to privacy in the digital age;The United Nations General Assembly;2013
946;"Race to the Online Mass Surveillance: The End of Privacy and Open Internet?
";2014-07;"Rezaul Karim 
";Will the Snowden affair lead to the Internet’s breakup?;Wasserman E;2013-11
869;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;The Big Kozinski;Bazelon E;2004
873;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;Burdeau v. McDowell;1921
876;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;Chimel v. California;1969
878;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;The Fourth Amendment’s Concept of Reasonableness;Clancy T;2004
885;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;The Fourth Amendment’s Concept of Reasonableness;Clancy T;2004
883;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;Standing Room Only: Why Fourth Amendment;Colb S F;2007
871;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;Police and High-Tech Monitoring;Denniston L;2010-11
870;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;Katz v. United States;1967
884;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;Exclusion and Standing Can No Longer Logically Coexist;Kerr O S;2007
872;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;Petition for Certiorari Filed in Pineda-Moreno;Kerr O S;2010-11
882;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;Supreme Court Agrees to Review Case on GPS and the Fourth Amendment;Kerr O S;2011-06
880;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;The Fourth Amendment and New Technologies: Constitutional Myths and the Case for Caution;Kerr O S;2004
881;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;Kyllo v. United States;2001
877;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;Ornelas v. United States;1996
867;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;Nineteen Eighty-Four;Orwell G;1949
875;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;Robbins v. California;1981
879;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;Terry v. Ohio;1968
874;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;United States v. Calandra;1974
860;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;United States v. Dadanovic;2010-09
886;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;United States v. Dunn;1987
866;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;United States v. Garcia;2007
861;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;United States v. Hernandez;2011
864;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;United States v. Jones;2011
868;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;United States v. Knotts;1983
865;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;United States v. Marquez;2010
863;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;United States v. Maynard;2010
859;Reasonable Suspicion Plus: A Framework to Address Chief Judge Alex Kozinski's Concerns of Mass Surveillance without Compromising Police Effectiveness;2012-03;Tyler R. Smith;;United States v. Moran;2005
